Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,14108.16015625,14237.9404296875,14001.9697265625,14224.1201171875,14224.1201171875,1816400
2023-01-04,14186.9501953125,14257.4501953125,14177.9697265625,14199.1298828125,14199.1298828125,2073800
2023-01-05,14285.1201171875,14357.599609375,14270.9296875,14301.0498046875,14301.0498046875,2086500
2023-01-06,14278.51953125,14384.919921875,14278.51953125,14373.33984375,14373.33984375,1741200
2023-01-09,14504.4697265625,14752.2099609375,14504.4697265625,14752.2099609375,14752.2099609375,2581100
2023-01-10,14796.26953125,14816.1298828125,14728.5595703125,14802.9599609375,14802.9599609375,2069800
2023-01-11,14822.8603515625,14842.740234375,14734.4404296875,14751.4404296875,14751.4404296875,1986800
2023-01-12,14780.580078125,14813.3095703125,14700.73046875,14731.6396484375,14731.6396484375,1812900
2023-01-13,14923.0498046875,14962.3095703125,14822.150390625,14824.1298828125,14824.1298828125,1786500
2023-01-16,14895.259765625,14960.919921875,14895.259765625,14927.009765625,14927.009765625,1611600
2023-01-17,14922.33984375,14945.23046875,14884.7802734375,14932.9296875,14932.9296875,1772600
2023-01-30,15291.5302734375,15493.8203125,15291.5302734375,15493.8203125,15493.8203125,3697500
2023-01-31,15419.2099609375,15441.98046875,15265.2001953125,15265.2001953125,15265.2001953125,3357200
2023-02-01,15346.349609375,15420.1298828125,15291.6796875,15420.1298828125,15420.1298828125,3009800
2023-02-02,15508.830078125,15602.08984375,15496.51953125,15595.16015625,15595.16015625,3248500
2023-02-03,15591.9501953125,15617.73046875,15504.0302734375,15602.66015625,15602.66015625,2647300
2023-02-06,15514.7998046875,15514.7998046875,15392.8203125,15392.8203125,15392.8203125,2320600
2023-02-07,15376.1201171875,15462.099609375,15363.650390625,15400.91015625,15400.91015625,2251800
2023-02-08,15538.7099609375,15631.2197265625,15520.0498046875,15618.169921875,15618.169921875,2514500
2023-02-09,15590.0,15617.33984375,15553.83984375,15598.7099609375,15598.7099609375,2236100
